"reportingdistrictcode","reportingdistrictname","category","studentgroup","studentcount_current","attrate_ytd","studentcount_202021","attrate_202021","studentcount_201920","attrate_201920","reportingperiod","date_update"
"2800013","New Beginnings Inc Family Academy District",,"All Students","391","0.9103","430","0.8044","418","0.9468","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2800013","New Beginnings Inc Family Academy District","Students With Disabilities","Students With Disabilities","31","0.908","43","0.8068","49","0.9446","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2800013","New Beginnings Inc Family Academy District","Free/Reduced Lunch","Free Meal Eligible","340","0.9118","309","0.8021","337","0.9466","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2800013","New Beginnings Inc Family Academy District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","347","0.9115","339","0.8004","373","0.9461","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2800013","New Beginnings Inc Family Academy District","Race/Ethnicity","Black or African American","218","0.9182","261","0.809","256","0.95","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2800013","New Beginnings Inc Family Academy District","Race/Ethnicity","Hispanic/Latino of any race","161","0.898","157","0.7936","140","0.9406","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2800013","New Beginnings Inc Family Academy District","High Needs","Students Without High Needs","39","0.8962","82","0.8168","40","0.9544","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2800013","New Beginnings Inc Family Academy District","High Needs","Students With High Needs","349","0.9115","348","0.8015","378","0.9459","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District",,"All Students","336","0.9421","339","0.9239","353","0.959","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","Students With Disabilities","Students With Disabilities","28","0.9512","31","0.9132","33","0.9365","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","Free/Reduced Lunch","Free Meal Eligible","218","0.941","222","0.9165","242","0.9569","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","Free/Reduced Lunch","Reduced Price Meal Eligible","36","0.9524","37","0.9455","49","0.9617","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","254","0.9426","259","0.9207","291","0.9577","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","English Learners","English Learners","28","0.9495","29","0.9421","27","0.9601","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","Race/Ethnicity","Black or African American","158","0.9493","156","0.9269","152","0.9637","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","Race/Ethnicity","Hispanic/Latino of any race","147","0.9329","154","0.9169","173","0.9538","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","High Needs","Students Without High Needs","64","0.9354","64","0.9305","55","0.9649","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2830013","Park City Prep Charter School District","High Needs","Students With High Needs","271","0.9435","275","0.9224","298","0.9579","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2850013","Achievement First Bridgeport Academy District",,"All Students","1065","0.8826","1119","0.9413","1082","0.9598","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2850013","Achievement First Bridgeport Academy District","Students With Disabilities","Students With Disabilities","96","0.859","105","0.9236","107","0.9519","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2850013","Achievement First Bridgeport Academy District","Free/Reduced Lunch","Free Meal Eligible","518","0.8683","668","0.9286","683","0.9558","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2850013","Achievement First Bridgeport Academy District","Free/Reduced Lunch","Reduced Price Meal Eligible","63","0.8967","95","0.9562","95","0.9672","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
"2850013","Achievement First Bridgeport Academy District","Free/Reduced Lunch","Free/Reduced Price Meal Eligible","581","0.8714","763","0.9321","778","0.9572","2022-04-01T00:00:00.000","2022-05-16T00:00:00.000"
